location,latitude,longitude,address
"Lafayette, Louisiana",30.2262187,-92.0178202,"Lafayette, Lafayette Parish, Louisiana, United States"
"Lagos, Nigeria",6.4550575,3.3941795,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
"Lahore, Pakistan",31.5656822,74.3141829,"لاہور, تحصیل لاہور شہر, ضلع لاہور, لاہور ڈویژن, پنجاب, 54500, پاکستان"
Lambare,-25.3455354,-57.6261456,"Lambaré, Central, Región Oriental, Paraguay / Paraguái"
Las Vegas NV,36.1672559,-115.148516,"Las Vegas, Clark County, Nevada, United States"
"Lausanne, Switzerland",46.5218269,6.6327025,"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra"
"León, Spain",42.5989995,-5.5682413,"León, Castilla y León, España"
Lihue,21.9769622,-159.3687721,"Līhuʻe, Kauaʻi County, Hawaii, 96766, United States"
"Lilongwe, Malawi",-13.9875107,33.768144,"Lilongwe, Central Region, Malawi"
"Lima, Peru",-12.0621065,-77.0365256,"Lima, Lima Metropolitana, Lima, 15083, Perú"
"Limbe, Cameroon",4.010289,9.207058,"Limbé, Limbé I, Communauté urbaine de Limbé, Fako, Southwest, Cameroun"
Lira,41.79954695,12.591271133206927,"Aeroporto di Roma-Ciampino, Via Carlo Simeoni, Municipio Roma VII, Roma, Roma Capitale, Lazio, 00043, Italia"
Lithia,37.4781901,-79.7514284,"Lithia, Botetourt County, Virginia, United States"
"Livingstone, Zambia",-17.853135,25.861429,"Livingstone, Livingstone District, Southern Province, Zambia"
"London, United Kingdom",51.5074456,-0.1277653,"London, Greater London, England, United Kingdom"
Londrina,-23.3112878,-51.1595023,"Londrina, Região Geográfica Imediata de Londrina, Região Geográfica Intermediária de Londrina, Paraná, Região Sul, Brasil"
"Los Angeles, US",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
"Louisville, Kentucky",38.2542376,-85.759407,"Louisville, Jefferson County, Kentucky, United States"
"Lucknow, India",26.8381,80.9346001,"Lucknow, Uttar Pradesh, 226027, India"
"LUSAKA, ZAMBIA",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
"Lusaka, Zambia",-15.4163395,28.2818414,"Lusaka, Lusaka District, Lusaka Province, 10101, Zambia"
Macapá - AP,0.0401529,-51.0569588,"Macapá, Região Geográfica Imediata de Macapá, Região Geográfica Intermediária de Macapá, Amapá, Região Norte, Brasil"
"Madagascar, Antananarivo",-18.9100122,47.5255809,"Antananarivo, Analamanga, Province d’Antananarivo, 101, Madagasikara / Madagascar"
"Madanapalle, India",13.5557979,78.500872,"Madanapalle, Annamayya, Andhra Pradesh, 517300, India"
Madhya Pradesh,23.8143419,77.5340719,"Madhya Pradesh, India"
"Madre de Dios, Peru",-12,-70.25,"Madre de Dios, Perú"
Maharashtra,18.9068356,75.6741579,"Maharashtra, India"
Maiduguri Borno State Nigeria,11.8395375,13.1536214,"Maiduguri, Borno, 600233, Nigeria"
Makassar,-5.1342962,119.4124282,"Makassar, Sulawesi Selatan, Sulawesi, Indonesia"
"Makurdi, Nigeria",7.7312634,8.538425,"Markurdi, Benue, Nigeria"
"Malabo, Equatorial Guinea",3.741877,8.7740663,"Malabo, Bioko Norte, Región Insular, Guinea Ecuatorial"
"Malakal, South Sudan",9.5388487,31.6584168,"Malakal, Makal Shilluk Island, Malakal, Upper Nile أعالى النيل, South Sudan جنوب السودان"
"Malappuram, India",11.10684475,76.10995510466662,"Malappuram, Kerala, India"
Malaysia,4.5693754,102.2656823,Malaysia
Malindi,-6.1577281,39.196562398333526,"Malindi, Mjini, Unguja Mjini Magharibi, Zanzibar زنجبار, 71103, Tanzania"
"Manaus, Amazonas - Brasil",-3.1316333,-59.9825041,"Manaus, Região Geográfica Imediata de Manaus, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, 69000-000, Brasil"
"Manchester, United Kingdom",53.4794892,-2.2451148,"Manchester, Greater Manchester, England, United Kingdom"
MANDIDEEP,23.093838,77.5114296,"Mandideep, NH46, Mandideep, Goharganj Tahsil, Raisen, Madhya Pradesh, 462046, India"
Manga/région du Centre Sud,11.6673837,-1.0723972,"Manga, Zoundwéogo, Centre-Sud, Burkina Faso"
Mangalore,12.8698101,74.8430082,"Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India"
"Mankayane, Eswatini",-26.6804367,31.0578928,"Mankayane, Inkhundla Ngwempisi, Manzini, Eswatini"
"Maputo, Mozambique",-25.966213,32.56745,"Cidade de Maputo, Zona Sul, Moçambique"
"Mara, Tanzania",-1.6409527,33.8421608,"Mara, Lake Zone, Tanzania"
"Maralal, Samburu County, Kenya",0.9488494999999999,36.758370865497284,"Kisima Airport, A4, Pooro ward, Samburu Central, Samburu, Rift Valley, Kenya"
"Marilla, Brazil",-16.3258065,-49.01453189,"Avenida Marilla, Lapa, Anápolis, Região Geográfica Imediata de Anápolis, Região Geográfica Intermediária de Goiânia, Goiás, Região Centro-Oeste, 75134-547, Brasil"
"Marondera , Zimbabwe",-18.190098,31.545542,"Marondera, Mashonaland East, Zimbabwe"
Masaka City Uganda,-0.3390264,31.7465839,"Masaka City, Central Region, Uganda"
"Maseru, Lesotho",-29.310054,27.478222,"Maseru, Ha Tsiu, Maseru District, 100, Lesotho"
"Maun, Botswana",-19.9860951,23.4224352,"Maun, North-West District, Botswana"
"Mazar-i-Sharif, Afghanistan",36.7090366,67.1114085,"مزار شريف, ولایت بلخ, 1701, افغانستان"
"Mbale, Uganda",0.9765705499999999,34.202186921889464,"Mbale, Eastern Region, Uganda"
Mbarara-Uganda,-0.4180848,30.573737377548046,"Mbarara, Western Region, Uganda"
"Medellin, Colombia",6.269732449999999,-75.60255965,"Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 0500, Colombia"
"Mehsana, India",23.601262849999998,72.37415155167554,"Mehsana Airport, Malgodown road, Suryoday Nagar, Mahesana, Mahesana Taluka, Mahesana, Gujarat, 384001, India"
"Melbourne, Australia",-37.8142454,144.9631732,"Melbourne, City of Melbourne, Victoria, Australia"
"Milan, Italy",45.4641943,9.1896346,"Milano, Lombardia, Italia"
"Minna, Nigeria",9.6187093,6.5475752,"Minna, Chanchaga, Niger, 920101, Nigeria"
Mizoram,23.2146169,92.8687612,"Mizoram, India"
"Mohali, India",30.7041168,76.7176885,"Mohali, Sahibzada Ajit Singh Nagar, Punjab, 160061, India"
"Molo, Kenya",-0.35471985,35.79163929322296,"Molo, Nakuru, Rift Valley, 20102, Kenya"
"Mombasa, Kenya",-4.05052,39.667169,"Mombasa, Mvita, Mombasa, Coast, 80100, Kenya"
"Momella, Tanzania",-3.221889919,36.85322412590381,"Momella, Momella, Ngarenanyuki, Meru, Arusha, Northern Zone, Tanzania"
"Moncton, New Brunswick",46.0985679,-64.8004265,"Moncton, Moncton Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada"
"Montes Claros, Minas Gerais, Brasil",-16.7495727,-43.8687268,"Montes Claros, Região Geográfica Imediata de Montes Claros, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, Brasil"
"Montieth Road, Chennai, INDIA",13.067033191236778,80.25947184989737,"Montieth Road, Ward 61, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
"Montreal, Quebec, Canada",45.5031824,-73.5698065,"Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
Morada Nova- Ceará - Brasil,-5.1076699,-38.3727852,"Morada Nova, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62940-000, Brasil"
"Morbi, Gujarat",22.800395899999998,70.88623203876728,"Morbi, Gujarat, India"
"Morelia, Michoacan, Mexico",19.6546004,-101.2623797,"Morelia, Michoacán, México"
"Morogoro, Tanzania",-7.0842931,37.4232686,"Morogoro, Coastal Zone, Tanzania"
"Amirim, Israel",32.9374962,35.4499969,"אמירים, מועצה אזורית מרום הגליל, נפת צפת, מחוז הצפון, ישראל"
"Mozambique, Nampula city",-15.1194063,39.2615886,"Nampula, Cidade de Nampula, Nampula, Zona Norte, Moçambique"
"Mponela, Malawi",-13.5297184,33.7371277,"Mponela, Dowa, Central Region, Malawi"
"Mpumalanga, South Africa",-26.276849,30.1500153,"Mpumalanga, South Africa"
"Mtwara Region, Tanzania",-10.6990264,39.0217984,"Mtwara, Coastal Zone, Tanzania"
Muhanga,-2.04308755,29.71802273203935,"Muhanga, Akarere ka Muhanga, Amajvepfo, Rwanda"
"Mukono Municipality, Uganda",0.35992625,32.746380823458324,"Mukono Municipality, Jinja - Kampala Road, Seeta, Mukono, Central Region, Uganda"
"Mumbai, India",19.054999,72.8692035,"Mumbai Suburban, Maharashtra, India"
"Mumbwa, Zambia",-14.9850046,27.0613764,"Mumbwa, Mumbwa District, Central Province, Zambia"
"Murang'a, Kenya",-0.83170875,37.00492162779861,"Murang`a, Central Kenya, Kenya"
"Murhu, India",22.9512605,85.28728896028491,"Murhu, Khunti, Jharkhand, 835216, India"
Musoma,-1.4998186,33.8083018,"Musoma, Musoma Municipal, Mara, Lake Zone, 31100, Tanzania"
"Mwanza, Tanzania",-2.5196915,32.9014417,"Mwanza, Nyamagana, Mwanza, Lake Zone, 33214, Tanzania"
"Mysore, Karnataka, India",12.3051828,76.6553609,"Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
"Mzuzu, Malawi",-11.4607518,34.0226422,"Mzuzu, Mzimba, Northern Region, Malawi"
"Nablus, Palestine",32.2280665,35.2370416,"منتجع حياة نابلس, Tunis, رفيديا البلد, نابلس, منطقة أ, الضفة الغربية, +970, Palestinian Territory"
"Nagpur, India",21.1498134,79.0820556,"Nagpur City, Nagpur Urban Taluka, Nagpur, Maharashtra, India"
"Nairobi, Kenya",-1.30261485,36.82884201813725,"Nairobi, Kenya"
"Nakuru, Kenya",-0.2802724,36.0712048,"Nakuru, Nakuru West, Nakuru, Rift Valley, 20100, Kenya"
Namibia,-23.2335499,17.3231107,Namibia
"Nandurbar, India",21.51416215,74.54055132515717,"Nandurbar, Maharashtra, India"
"Nanyuki, Kenya",0.01403,37.074632,"Nanyuki, Laikipia East, Laikipia, Rift Valley, Kenya"
"Nasarawa state, Nigeria.",8.4387868,8.2382849,"Nasarawa, Nigeria"
"Natitingou, Benin",10.3051511,1.3808554,"Natitingou, Atakora, Bénin"
"New Delhi, India",28.64308585,77.21926705734865,"New Delhi, Babu Ram Solanki Marg, Ram Nagar, Old Delhi, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110055, India"
"New York City, New York",40.7127281,-74.0060152,"City of New York, New York, United States"
Niamey,13.524834,2.109823,"Niamey, Niger"
"Noida, India.",28.5706333,77.3272147,"Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India"
"Norman, Oklahoma",35.2225717,-97.4394816,"Norman, Cleveland County, Oklahoma, United States"
"Northern Bahr el Ghazal State, South Sudan",9,27,"Northern Bahr El Ghazal بحر الغزال الشمالى, South Sudan جنوب السودان"
"Nova Odessa - São Paulo, Brazil",-22.7805746,-47.2993805,"Nova Odessa, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil"
"Nyagatare District, Rwanda",-1.2969715,30.366263385614786,"Nyagatare District, Iburasirasuba, Rwanda"
"Nyeri, Kenya",-0.4192962,36.9517005,"Nyeri, Nyeri Central, Nyeri, Central Kenya, Kenya"
"Oakland, California, USA",37.8044557,-122.271356,"Oakland, Alameda County, California, United States"
Odisha (India),20.5431241,84.6897321,"Odisha, India"
"Ogun, Nigeria",6.9788582,3.4389293,"Ogun, Nigeria"
"Oldest Congo Town, Monrovia",6.265332771104875,-10.72386866,"Oldest Congo Town Road, Congo Town, Monrovia, Greater Monrovia, Montserrado County, 6133, Liberia"
Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States"
"Onitsha, Nigeria",6.1461619,6.8019088,"Onitsha, Onitsha North, Anambra, 430231, Nigeria"
"Orissa ,India",20.5431241,84.6897321,"Odisha, India"
"Ota, Nigeria",7.95,4.8,"Ota, Boluwaduro, Osun, Nigeria"
"Owerri, Imo State, Nigeria",5.489736,7.0341973,"Owerri, Owerri Municipal, Imo, 460242, Nigeria"
"PA, USA",40.9699889,-77.7278831,"Pennsylvania, United States"
"Pakke Kessang, India",27.15828555,93.15615024389129,"Pakke-Kessang, Arunachal Pradesh, India"
Palghar,19.757249,73.09311986183509,"Palghar, Maharashtra, India"
"Pali, Rajasthan, India",25.45522105,73.41938896,"Pali, Rajasthan, India"
"Palmas, Brazil",-10.1837852,-48.3336423,"Palmas, Região Geográfica Imediata de Palmas, Região Geográfica Intermediária de Palmas, Tocantins, Região Norte, Brasil"
Palo Alto,37.4443293,-122.1598465,"Palo Alto, Santa Clara County, California, United States"
"Panipat, Haryana, India",29.3912753,76.9771675,"Panipat, Haryana, 132100, India"
"Parachute, Colorado",39.446422999999996,-108.0522672,"Parachute, Garfield County, Colorado, United States"
"Parbhani , India",19.29019805,76.60264434278307,"Parbhani, Maharashtra, India"
"Paris, France",48.8534951,2.3483915,"Paris, Île-de-France, France métropolitaine, France"
"Patna, India",25.6093239,85.1235252,"Patna, Patna Rural, Patna, Bihar, 800001, India"
"Pemba, Cabo Delgado, Mozambique",-12.9735551,40.5215098,"Pemba, Cidade de Pemba, Cabo Delgado, Zona Norte, 3203, Moçambique"
"Perundurai, Tamil Nadu",11.2539029,77.6288316,"Perundurai, Perundurai R.S. - Arachalur Road, Kuttapalayam, Perundurai, Erode, Tamil Nadu, 638112, India"
"Petrópolis, Rio de Janeiro, Brazil",-22.5075743,-43.1785356,"Petrópolis, Região Geográfica Imediata de Petrópolis, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária de Petrópolis, Rio de Janeiro, Região Sudeste, Brasil"
"Phoenix, AZ",33.4484367,-112.074141,"Phoenix, Maricopa County, Arizona, United States"
Piracicaba - São Paulo - Brazil,-22.725165,-47.6493269,"Piracicaba, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil"
"Plainfield, NJ, USA",40.6201412,-74.4222416,"Plainfield, Union County, New Jersey, United States"
"Ponta Porã, Mato Grosso do Sul, Brasil",-22.5286917,-55.723426,"Ponta Porã, Região Geográfica Imediata de Ponta Porã, Região Geográfica Intermediária de Dourados, Mato Grosso do Sul, Região Centro-Oeste, Brasil"
"Portland, Oregon",45.5202471,-122.674194,"Portland, Multnomah County, Oregon, United States"
"Porto Seguro, Bahia , Brasil",-16.443473,-39.064251,"Porto Seguro, Região Geográfica Imediata de Eunápolis - Porto Seguro, Região Geográfica Intermediária de Ilhéus-Itabuna, Bahia, Região Nordeste, Brasil"
"Porto Velho, Brazil",-8.7494525,-63.8735438,"Porto Velho, Região Geográfica Imediata de Porto Velho, Região Geográfica Intermediária de Porto Velho, Rondônia, Região Norte, Brasil"
"Portsaid, Egypt",31.2678486,32.2691972,"Alsideek mosque portsaid - مسجد الصديق بورسعيد, شارع الدكتور مصطفى مشرفه, منطقة ايوب, الزهور, مساكن ٥٠٠٠, بورسعيد, 42615, مصر"
"Pretoria, South Africa",-25.7459277,28.1879101,"Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa"
"Puebla, Mexico.",18.833333,-98,"Puebla, México"
"Pune, India",18.5213738,73.8545071,"Pune City, Pune, Maharashtra, India"
"Punjab, India",30.9293211,75.5004841,"Punjab, India"
"Quebec City, Canada",46.8137431,-71.2084061,"Québec, Agglomération de Québec, Capitale-Nationale, Québec, Canada"
"Quetta, Pakistan",30.1916569,67.0006542,"کوئٹہ, Station road Quetta, Yakhao, جناح ٹاؤن, تحصیل کوئٹہ شہر, ضلع کوئٹہ, کوئٹہ ڈویژن, بلوچستان, 97300, پاکستان"
"Rabaul, East New Britain Province, Papua New Guinea",-4.1984592,152.1728287,"Rabaul, East New Britain, Islands Region, Papua Niugini"
"RaeBareli, Uttar Pradesh, India",26.20867685,81.21862977045768,"Raebareli, Uttar Pradesh, India"
Raipur,21.2380912,81.6336993,"Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 493332, India"
Rajasthan,26.8105777,73.7684549,"Rajasthan, India"
"Rajkot, Gujarat - 360004",22.3053263,70.8028377,"Rajkot, Rajkot East Taluka, Rajkot, Gujarat, 360001, India"
"Raleigh, North Carolina",35.7803977,-78.6390989,"Raleigh, Wake County, North Carolina, United States"
"Ranchi, India",23.3700501,85.3250387,"Ranchi, Kanke, Ranchi, Jharkhand, 834001, India"
"Rangamati, Bangaladesh",22.662,92.161,
Rangareddy,16.9344152,77.7788338,"Rangareddy Palle, Gandeed mandal, Mahabubnagar, Telangana, 509337, India"
"Rangpur, Bangladesh",25.6376135,89.0826381,"রংপুর বিভাগ, বাংলাদেশ"
"Recife, Brazil",-8.0584933,-34.8848193,"Recife, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, Região Nordeste, Brasil"
Republic of Yemen Sana'A Governorate,15.260691,44.424895,"محافظة صنعاء, اليمن"
"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
"Rishikesh, Uttarakhand",30.1086537,78.2916193,"Rishikesh, Dehradun, Uttarakhand, India"
"ROAD KOLKATA, Kolkata, West Bengal (IN).",22.486883267932207,88.30540679179714,"Road, Kolkata, West Bengal, 700034, India"
"Rockhampton, Queensland, Australia",-23.3782137,150.5134227,"Rockhampton, Rockhampton Regional, Queensland, 7200, Australia"
"Rumphi, Malawi",-10.79093265,33.85071177603609,"Rumphi, Northern Region, Malawi"
"Rungiri, Kenya",-1.242847,36.6772357,"Rungiri, Gitaru, Gitaru ward, Kabete, Kiambu, Central Kenya, 12345, Kenya"
"Rutana, Burundi",-3.8618714,30.0676979,"Rutana, Burundi"
"Ruvuma, Tanzania",-10.749721,35.6616934,"Ruvuma, Southern Highlands Zone, Tanzania"
"Rwamagana, Rwanda",-1.951239,30.434885,"Rwamagana, Kigabiro, Rwamagana District, Iburasirasuba, Rwanda"
Rwanda Kigali city,-1.8859597,30.1296751,"Umujyi wa Kigali, Rwanda"
"Sacramento, CA, United States",38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
"Salem, India",11.64696155,78.21069575456464,"Salem, Tamil Nadu, India"
"Salempur, India",26.2967211,83.921322,"Salempur, Deoria, Uttar Pradesh, 274509, India"
Salt Lake City,40.7596198,-111.886797,"Salt Lake City, Salt Lake County, Utah, United States"
"Cundinamarca, Colombia",5.1096596,-74.0995854,"Cundinamarca, RAP (Especial) Central, Colombia"
"San Francisco, US",37.7792588,-122.4193286,"San Francisco, California, United States"
"Sanquelim, North Goa, India",15.5626483,74.0114543,"Sankhali, Bicholim, North Goa, Goa, 403505, India"
"Santo Domingo, Dominican Republic",18.4801972,-69.942111,"Santo Domingo de Guzmán, Distrito Nacional, República Dominicana"
"São Gonçalo, Rio de Janeiro/ Brazil",-22.821635,-42.99567969,"São Gonçalo, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
"São Paulo, Brazil",-23.5506507,-46.6333824,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
"Saran, India",25.9214451,84.77597313027485,"Saran, Bihar, India"
"Sasaram, India",24.9509656,84.0148733,"Sasaram, Rohtas, Bihar, 821115, India"
"Scottsdale, Arizona",33.4942189,-111.926018,"Scottsdale, Maricopa County, Arizona, United States"
"Seattle, WA",47.6038321,-122.330062,"Seattle, King County, Washington, United States"
"Seoul, South Korea",37.5666791,126.9782914,"서울특별시, 대한민국"
"Shanghai, China",31.224361,121.46917,
Siavonga,-16.536478,28.710204,"Siavonga, Siavonga District, Southern Province, Zambia"
Siaya - Kenya,-0.06040135,34.200135009996295,"Siaya, Nyanza, Kenya"
"Sicklerville, New Jersey",39.7173375,-74.9693329,"Sicklerville, Winslow Township, Camden County, New Jersey, United States"
"Siddhpur, India",23.918279,72.3681846,"Siddhpur, Ahmedabad Palanpur State Highway SH41, Siddhpur, Sidhpur Taluka, Patan, Gujarat, 384151, India"
"Simanjiro, Manyara, Tanzania",-4.3239863,36.90190629956295,"Simanjiro, Manyara, Northern Zone, Tanzania"
Singapore,1.357107,103.8194992,Singapore
Solapur,17.84990665,75.27632027348457,"Solapur, Maharashtra, India"
"somalia,waqooyi_galbeed",9.5995546,44.1172099,"Buur Naaso Hablood Waqooyi-Galbeed, Hargeysa هرجيسا, Woqooyi Galbeed, Soomaaliland أرض الصومال, Soomaaliya الصومال"
"Sonipat, Haryana (IN)",28.9953758,77.0233627,"Sonipat, Haryana, 131001, India"
South Africa   Mpumalanga  province Barberton,-25.782222,31.0475,"Barberton, Umjindi Local Municipality, Ehlanzeni, Mpumalanga, 1300, South Africa"
South Africa/Kroonstad,-27.6532701,27.235515,"Kroonstad, Moqhaka Local Municipality, Fezile Dabi District Municipality, Free State, 1499, South Africa"
"Sparta, North Carolina",36.5055712,-81.1207497,"Sparta, Alleghany County, North Carolina, 28675, United States"
St Augustine,40.7183728,-90.4109616,"St. Augustine, Knox County, Illinois, United States"
"St. George's, Grenada",12.0535331,-61.751805,"St. George's, Saint George, Grenada"
"Stanford, United States",37.427467,-122.1702445,"Stanford, Santa Clara County, California, United States"
staunton,38.1495947,-79.072557,"Staunton, Virginia, United States"
"Stockport, United Kingdom",53.407901,-2.160243,"Stockport, Greater Manchester, England, United Kingdom"
"Stonetown, Zanzibar",-6.2667508,39.5313473,"340 Bus Stonetown, Jambiani road, Paje, Kusini, Unguja Kusini, Zanzibar زنجبار, 72110, Tanzania"
"Stonewall, Canada",50.1342275,-97.3287254,"Stonewall, Manitoba, R0C 2Z0, Canada"
"Summerville, South Carolina",33.0186699,-80.1762704,"Summerville, Dorchester County, South Carolina, United States"
"Sunyani, Ghana.",7.3384389,-2.3309226,"Sunyani, Sunyani Municipal District, Bono Region, Ghana"
"Sydney, Australia",-33.8698439,151.2082848,"Sydney, Council of the City of Sydney, New South Wales, Australia"
"Tacoma, WA, USA",47.2455013,-122.438329,"Tacoma, Pierce County, Washington, United States"
"Takoradi, Ghana",4.887401,-1.7519316,"Takoradi, Sekondi Takoradi Metropolitan District, Western Region, Ghana"
"Talandage, India",16.6210746,74.37184668118473,"Vidyamandir Talandage, Kagal MIDC To Hupari Road, Gokul Shirgaon Five Star MIDC, Ichalkaranji, Hatkanangle, Kolhapur, Maharashtra, 416415, India"
"Talcher, India",20.9322302,85.2005822,"Talcher, Angul - Talcher Road, Talcher, Colliery, Angul, Odisha, 759100, India"
tallahassee,30.4380832,-84.2809332,"Tallahassee, Leon County, Florida, United States"
"Tamale, Ghana",9.4051992,-0.8423986,"Tamale, Tamale Metropolitan District, Northern Region, Ghana"
"Tamil Nadu, India",10.9094334,78.3665347,"Tamil Nadu, India"
Taubaté (SP) - Brazil,-23.031448,-45.5612792,"Taubaté, Região Imediata de Taubaté-Pindamonhangaba, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil"
"Techiman, Ghana",7.584971,-1.936401,"Techiman, Techiman Municipal District, Bono East Region, Ghana"
"Tel Aviv, Israel",32.0852997,34.7818064,"תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, ישראל"
"Tempe, Arizona",33.4255117,-111.940016,"Tempe, Maricopa County, Arizona, United States"
"Tena, Ecuador",-0.94387175,-78.10839815,"Tena, Napo, Ecuador"
Tete-Mozambique,-15.5205193,32.7682742,"Tete, Zona Centro, Moçambique"
"Thane, India",19.1943294,72.9701779,"Thane, Thane Taluka, Thane, Maharashtra, India"
"Thika, Kenya",-1.036648,37.077523,"Thika, Thika Town, Kiambu, Central Kenya, Kenya"
"Thimphu, Bhutan",27.4713546,89.6336729,"ཐིམ་ཕུ, Chang Gewog, ཐིམ་ཕུ, ཐིམ་ཕུ་རྫོང་ཁག་, 11001, འབྲུགཡུལ་"
"Thiruvananthapuram, Kerala",8.4882267,76.947551,"Thiruvananthapuram, Kerala, 695001, India"
"Toronto, Canada",43.6534817,-79.3839347,"Toronto, Golden Horseshoe, Ontario, Canada"
"Tulln, Austria",48.3311702,16.05179,"Tulln an der Donau, Bezirk Tulln, Niederösterreich, 3430, Österreich"
Tunis,36.8002068,10.1857757,"تونس, ولاية تونس, تونس"
"Tupaciguara, Minas Gerais, Brasil",-18.5932122,-48.6999014,"Tupaciguara, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, Região Sudeste, 38480-000, Brasil"
Uberlândia,-18.9188041,-48.2767837,"Uberlândia, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, Região Sudeste, Brasil"
"Udaipur, India",24.578721,73.6862571,"Udaipur, Girwa Tehsil, Udaipur, Rajasthan, 313001, India"
Uganda-Mbarara City,-0.6107896,30.6533181,"Mbarara City, Western Region, Uganda"
Ujjain Madhya Pradesh,23.1885131,75.7716562,"Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India"
Uttar Pradesh (IN),27.1303344,80.859666,"Uttar Pradesh, India"
"Uttarakhand, India",30.0417376,79.089691,"Uttarakhand, India"
"Uvira, DRC",-3.4055866,29.1375509,"Uvira, Bavira (chefferie), Uvira, Sud-Kivu, République démocratique du Congo"
Uzbekistan,41.32373,63.9528098,Oʻzbekiston
"Vadodara, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
"Valsad, India",20.43219565,73.14098929730321,"Valsad, Gujarat, India"
Vancouver,49.2608724,-123.113952,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
Varanasi 221007 - Uttar Pradesh,25.3356491,83.0076292,"Varanasi, Sadar, Varanasi, Uttar Pradesh, 221001, India"
"Vedi, Republic of Armenia",39.9138481,44.7224953,"Վեդի, Վեդի համայնք, Արարատի մարզ, 0601, Հայաստան"
"Vienna, Austria",48.2083537,16.3725042,"Wien, Österreich"
"Viet Tri city, Phu Tho province, Vietnam",21.3083588,105.41604,"Viet Tri, Phố Long Châu Sa, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam"
"Vito, Bolivia",-18.0160913,-67.1393502,"Vito, Oruro, Municipio Oruro, Provincia Cercado, Oruro, Bolivia"
"Vlotho, Germany",52.1664861,8.8619172,"Vlotho, Kreis Herford, Nordrhein-Westfalen, 32602, Deutschland"
"Voels, Austria",47.2523245,11.3279408,"Völs, Bezirk Innsbruck-Land, Tirol, 6176, Österreich"
"Vorniceni village, Republic of Moldova",47.1543982,28.427932,"Vorniceni, Raionul Strășeni, MD-3737, Moldova"
"Vuwani, South Africa",-26.00373929,28.19324132439843,"Vuwani Street, Johannesburg Ward 78, City of Johannesburg Metropolitan Municipality, Gauteng, 1632, South Africa"
"Wa,Ghana",10.0623261,-2.5054273,"Wa, Wa Municipal District, Upper West Region, Ghana"
"Wakiso,Uganda",0.3760928,32.456126539081936,"Wakiso, Central Region, Uganda"
"Wanaka, New Zealand",-44.6941691,169.1364637,"Wānaka, Queenstown-Lakes District, Otago, 9305, New Zealand / Aotearoa"
"Warri, Nigeria",5.5186186,5.7480196,"Warri, Delta, Nigeria"
"Washington D.C., USA",38.8950368,-77.0365427,"Washington, District of Columbia, United States"
