location,latitude,longitude,address
"Barcelona, Spain",41.3828939,2.1774322,"Barcelona, Barcelonès, Barcelona, Catalunya, España"
"Baringo County, Kenya",0.4926332,35.7416031,"Vision Fund Kenya, Kabarnet Road, Kabarnet, Baringo Central, Baringo, Rift Valley, 30400, Kenya"
"Basel, Switzerland",47.5581077,7.5878261,"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra"
"Bauchi, Nigeria",10.6228284,10.0287754,"Bauchi, Nigeria"
"Bedford, United Kingdom",52.1363806,-0.4675041,"Bedford, England, MK40 1SU, United Kingdom"
"Beijing, China",40.190632,116.412144,"北京市, 中国"
"Belem, Brazil",-1.45056,-48.4682453,"Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, Brasil"
"Belo Horizonte, Brazil",-19.9227318,-43.9450948,"Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
"Beloit, Wisconsin",42.5083272,-89.031784,"Beloit, Rock County, Wisconsin, United States"
"Bengaluru, India",12.98815675,77.62260004,"Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India"
"Benin City, Nigeria",6.3330586,5.6221058,"Benin City, Oredo, Edo, 300241, Nigeria"
"Berekum, Ghana",7.450473,-2.5824981,"Berekum, Berekum East Municipal District, Bono Region, Ghana"
"Berlin, Germany",52.510885,13.3989367,"Berlin, Deutschland"
"Bhajanpura, North East Delhi, India",28.7009399,77.2617817,"Bhajanpura, Seelam Pur Tehsil, North East Delhi, Delhi, 110053, India"
"Bharuch, India",21.7080427,72.9956936,"Bharuch, Bharuch Taluka, Bharuch, Gujarat, India"
"Bharuch, India",21.7080427,72.9956936,"Bharuch, Bharuch Taluka, Bharuch, Gujarat, India"
"Bhopal, India",23.2584857,77.401989,"Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
"Bialystok, Poland",53.132398,23.1591679,"Białystok, województwo podlaskie, Polska"
"Bidar, India",18.02072965,77.24872035766641,"Bidar, Karnataka, India"
"Bikaner, Rajasthan, India",28.0159286,73.3171367,"Bikaner, Bikaner Tehsil, Bikaner, Rajasthan, 334001, India"
"Bilaspur, India",22.1638486,82.13659231724193,"Bilaspur, Chhattisgarh, India"
Chile,-31.7613365,-71.3187697,Chile
"Blantyre, Malawi",-15.7862543,35.0035694,"Blantyre, Southern Region, Malawi"
"Boa Vista, Brazil",2.8208478,-60.6719582,"Boa Vista, Região Geográfica Imediata de Boa Vista, Região Geográfica Intermediária de Boa Vista, Roraima, Região Norte, Brasil"
"BOALI, Central African Republic",4.8089514,18.1140203,"Boali, Ombella M'Poko, Ködörösêse tî Bêafrîka / République centrafricaine"
"Bogor, Indonesia",-6.5962986,106.7972421,"Bogor, Jawa Barat, Jawa, Indonesia"
"Bogotá, Colombia",4.6533816,-74.0836333,"Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, Colombia"
"Bom Jesus, Brazil",-28.6692723,-50.4346894,"Bom Jesus, Região Geográfica Imediata de Vacaria, Região Geográfica Intermediária de Caxias do Sul, Rio Grande do Sul, Região Sul, Brasil"
"Bonn, Germany",50.7352621,7.1024635,"Bonn, Nordrhein-Westfalen, Deutschland"
"Bono East Region, Ghana",7.8035236,-1.0876492,"Bono East Region, Ghana"
"Boulder, Colorado",40.0149856,-105.270545,"Boulder, Boulder County, Colorado, United States"
"Brasília, Brazil",-10.3333333,-53.2,Brasil
Brazil do Sul,-29.8425284,-53.7680577,"Rio Grande do Sul, Região Sul, Brasil"
"Brazzaville, Congo",-4.2694407,15.2712256,"Brazzaville (commune), Brazzaville (département), Congo"
"Brejo da Madre de Deus, Brazil",-8.1409718,-36.3712527,"Brejo da Madre de Deus, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, 55170-000, Brasil"
"Brisbane, Australia",-27.4689682,153.0234991,"City of Brisbane, Queensland, Australia"
"Brooklyn, New York",40.6526006,-73.9497211,"Brooklyn, Kings County, City of New York, New York, United States"
"Bujumbura, Burundi",-3.3638125,29.3675028,"Bujumbura, Bujumbura Mairie, Burundi"
"Bukavu, DRC",-2.5055839,28.8594885,"Bukavu, Sud-Kivu, République démocratique du Congo"
"Bulandshahr, India",28.3874073,77.9743805,"Bulandshahr, Uttar Pradesh, India"
"Bundibugyo, Uganda",0.6605936,30.043100774015073,"Bundibugyo, Western Region, Uganda"
"Burari, India",30.5120408,78.045119,"Burari, Dhanaulti, Tehri Garhwal, Uttarakhand, India"
"Cairo, Egypt",30.0443879,31.2357257,"القاهرة, مصر"
"Cairo, Egypt",30.0443879,31.2357257,"القاهرة, مصر"
"Cairo, Egypt",30.0443879,31.2357257,"القاهرة, مصر"
"Cairo, Egypt",30.0443879,31.2357257,"القاهرة, مصر"
"Cairo, Egypt",30.0443879,31.2357257,"القاهرة, مصر"
"New York, USA",40.7127281,-74.0060152,"City of New York, New York, United States"
"Calabar, Nigeria",4.9795999,8.3373597,"Calabar, Calabar Municipal, Cross River, 540281, Nigeria"
"Calabar, Nigeria",4.9795999,8.3373597,"Calabar, Calabar Municipal, Cross River, 540281, Nigeria"
"Calabar, Nigeria",4.9795999,8.3373597,"Calabar, Calabar Municipal, Cross River, 540281, Nigeria"
"Calabar, Nigeria",4.9795999,8.3373597,"Calabar, Calabar Municipal, Cross River, 540281, Nigeria"
Cameroon,4.6125522,13.1535811,Cameroun
Cameroon,4.6125522,13.1535811,Cameroun
Cameroon,4.6125522,13.1535811,Cameroun
"Campos dos Goytacazes, Rio de Janeiro, Brasil.",-21.7546,-41.3242,"Campos dos Goytacazes, Região Geográfica Imediata de Campos dos Goytacazes, Região Geográfica Intermediária de Campos dos Goytacazes, Rio de Janeiro, Região Sudeste, Brasil"
"Canberra, Australia",-35.2975906,149.1012676,"Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia"
"Casablanca, Morocco",33.5738331,-7.6153131,"Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca باشوية الدار البيضاء, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
Caucaia-Cear√°,,,
"Cebu City, Philippines",10.2935639,123.9019209,"Cebu City, Central Visayas, Pilipinas"
"Ch√£ Preta, Brasil",-20.67443595,-40.50071661,"Banco do Brasil, Rua Joaquim da Silva Lima, Parque Areia Preta, Centro, Guarapari, Região Geográfica Imediata de Vitória, Região Metropolitana da Grande Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, 29200-260, Brasil"
"Chamble Village, Thane, India",,,
"Chandler, AZ",33.3062031,-111.841185,"Chandler, Maricopa County, Arizona, United States"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Chennai, India",13.0836939,80.270186,"Chennai, Tamil Nadu, 600001, India"
"Cherry Hill, New Jersey",39.9348351,-75.0307264,"Cherry Hill Township, Camden County, New Jersey, United States"
"Chhatrapati Sambhajinagar, Maharashtra, India",19.877263,75.3390241,"Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India"
"Chi√∫re Village, Cabo Delgado, Mozambique",,,
"Chicago, Illinois, United States",41.8755616,-87.6244212,"Chicago, Cook County, Illinois, United States"
"Chilanga, Zambia",-15.5587509,28.2754586,"Chilanga, Chilanga District, Lusaka Province, Zambia"
"Chirundu, Zambia",-16.031977,28.85148,"Chirundu, Chirundu District, Southern Province, Zambia"
"Rajasthan, India",26.8105777,73.7684549,"Rajasthan, India"
"City, Country.",49.6124294,6.1305758,"Country, Centre Neuberg, Ville-Haute, Luxembourg, Canton Luxembourg, 2613, Lëtzebuerg"
"Clearfield, USA",40.9908706,-78.4457422,"Clearfield County, Pennsylvania, United States"
"Cocalzinho de Goiás, Brazil",-15.7762854,-48.7730427,"Cocalzinho de Goiás, Região Geográfica Imediata de Águas Lindas de Goiás, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária de Luziânia-Águas Lindas de Goiás, Goiás, Região Centro-Oeste, Brasil"
"Cocalzinho de Goiás, Brazil",-15.7762854,-48.7730427,"Cocalzinho de Goiás, Região Geográfica Imediata de Águas Lindas de Goiás, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária de Luziânia-Águas Lindas de Goiás, Goiás, Região Centro-Oeste, Brasil"
"Cockeysville, Maryland",39.483758800000004,-76.62351052,"Cockeysville, The Lakes, Baltimore County, Maryland, United States"
"Coimbatore, India",11.0018115,76.9628425,"Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
Colombia,4.099917,-72.9088133,Colombia
Colombia,4.099917,-72.9088133,Colombia
"Colombo, Sri Lanka",6.9388614,79.8542005,"Colombo, Colombo District, Western Province, Sri Lanka"
"Concepci√≥n, Chile",,,
Congo,-2.9814344,23.8222636,République démocratique du Congo
Costa Rica,10.2735633,-84.0739102,Costa Rica
"Cotonou, Benin",6.3676953,2.4252507,"Cotonou, Littoral, Bénin"
"Cotonou, Benin",6.3676953,2.4252507,"Cotonou, Littoral, Bénin"
"Cottage Grove, Oregon",43.7974729,-123.058896,"Cottage Grove, Lane County, Oregon, 97424, United States"
"Coventry, United Kingdom",52.4081812,-1.510477,"Coventry, West Midlands, England, United Kingdom"
Cox's Bazar,21.176647099999997,92.00350503412564,"কক্সবাজার জেলা, চট্টগ্রাম বিভাগ, বাংলাদেশ"
Crestline,34.247549250000006,-117.2860371,"Crestline, San Bernardino County, California, 92322, United States"
"Cuddalore, India",11.52020705,79.33963564750636,"Cuddalore, Tamil Nadu, India"
"Cuetzalan del Progreso, Puebla, Mexico",20.027219199999998,-97.49385353,"Cuetzalan del Progreso, Puebla, México"
"Cuiabá, Brazil",-15.5986686,-56.0991301,"Cuiabá, Região Geográfica Imediata de Cuiabá, Região Metropolitana do Vale do Rio Cuiabá, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil"
"Cuiabá, Brazil",-15.5986686,-56.0991301,"Cuiabá, Região Geográfica Imediata de Cuiabá, Região Metropolitana do Vale do Rio Cuiabá, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil"
"Cuiabá, Brazil",-15.5986686,-56.0991301,"Cuiabá, Região Geográfica Imediata de Cuiabá, Região Metropolitana do Vale do Rio Cuiabá, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil"
"Cuiabá, Brazil",-15.5986686,-56.0991301,"Cuiabá, Região Geográfica Imediata de Cuiabá, Região Metropolitana do Vale do Rio Cuiabá, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil"
"Dakar, Senegal",14.693425,-17.447938,"Dakar, Région de Dakar, Sénégal"
"Dallas, TX",32.7762719,-96.7968559,"Dallas, Dallas County, Texas, United States"
"Dallas, TX",32.7762719,-96.7968559,"Dallas, Dallas County, Texas, United States"
Dar es Salaam,-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
Dar Es Salaam-Tanzania,-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar es Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar-es-Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dar-es-Salaam, Tanzania",-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania"
"Dartford, Kent, UK",51.4443059,0.21807,"Dartford, Kent, England, United Kingdom"
"Dawsonville, GA",34.4212053,-84.1190804,"Dawsonville, Dawson County, Georgia, United States"
"Dehradun, India",30.3255646,78.0436813,"Dehradun, Uttarakhand, 248001, India"
"Dehradun, India",30.3255646,78.0436813,"Dehradun, Uttarakhand, 248001, India"
"Dehradun, India",30.3255646,78.0436813,"Dehradun, Uttarakhand, 248001, India"
"Dehradun, India",30.3255646,78.0436813,"Dehradun, Uttarakhand, 248001, India"
"Umburanas, Bahia",-10.728752,-41.3220445,"Umburanas, Região Geográfica Imediata de Jacobina, Região Geográfica Intermediária de Feira de Santana, Bahia, Região Nordeste, Brasil"
"Delhi, India",28.6273928,77.1716954,"Delhi, India"
"Delhi, India",28.6273928,77.1716954,"Delhi, India"
"Delhi, India",28.6273928,77.1716954,"Delhi, India"
"Delhi, India",28.6273928,77.1716954,"Delhi, India"
Delmas,18.5518464,-72.2920071,"Commune de Delmas, Arrondissement de Port-au-Prince, Département de l'Ouest, Ayiti"
"Deluun, Mongolia",47.7242703,90.67236025347819,"Дэлүүн ᠳᠡᠯᠢᠭᠦᠨ, Баян-Өлгий ᠪᠠᠶ᠋ᠠᠨ ᠥᠯᠦᠭᠡᠢ, Монгол улс ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ"
Democratic Republic of Congo,-15.4139213,28.289698,"Embassy of the Democratic Republic Of Congo, Parirenyetwa Road, Fairview, Lusaka, Lusaka District, Lusaka Province, Zambia"
"Democratic Republic of Congo, South Kivu Province, Bukavu and Kabare Territory",,,
"Depresion Momposina, Colombia",,,
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
"Dhaka, Bangladesh",23.7643863,90.3890144,"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
Dhamtari - Chhattisgarh,20.532625850000002,81.71559867809776,"Dhamtari, Chhattisgarh, India"
"Dharmapuri, India",12.14561305,78.11322171666458,"Dharmapuri, Tamil Nadu, India"
"Dhule, Maharashtra, India",21.1305215,74.49006143365727,"Dhule, Maharashtra, India"
"Diego Martin, Trinidad and Tobago",10.71385965,-61.57935551,"Diego Martin, Trinidad and Tobago"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Dodoma, Tanzania",-6.1791181,35.7468174,"Dodoma, Dodoma City, Dodoma, Central Zone, Tanzania"
"Douala, Cameroon",4.0429389,9.7062018,"Douala, Douala II, Communauté urbaine de Douala, Wouri, Littoral, Cameroun"
"Douala, Cameroon",4.0429389,9.7062018,"Douala, Douala II, Communauté urbaine de Douala, Wouri, Littoral, Cameroun"
Dourados - Mato Grosso do Sul - Brasil,-22.2206145,-54.812208,"Dourados, Região Geográfica Imediata de Dourados, Região Geográfica Intermediária de Dourados, Mato Grosso do Sul, Região Centro-Oeste, Brasil"
"Dowa, Malawi",-13.53875785,33.77810798,"Dowa, Central Region, Malawi"
"Dschang, Cameroon",5.4469923,10.053309,"Dschang, Menoua, Cameroun"
Duluth,46.7729322,-92.1251218,"Duluth, Saint Louis County, Minnesota, United States"
"Bihar, India",25.6440845,85.906508,"Bihar, India"
"Bihar, India",25.6440845,85.906508,"Bihar, India"
"Dunedin, USA",28.0116627,-82.7893788,"Dunedin, Pinellas County, Florida, 34698, United States"
Egypt,26.2540493,29.2675469,مصر
Egypt,26.2540493,29.2675469,مصر
"Ekiti State, Nigeria",7.736891,5.2738326,"Ekiti, Nigeria"
"Eldoret, Kenya",0.5198329,35.2715481,"Eldoret, Kimumu ward, Moiben, Uasin Gishu, Rift Valley, 30100, Kenya"
Embu Town,-0.892776171,37.22808273288474,"Embu-Nairobi Highway, Kambiti Town, Murang`a South, Murang`a, Central Kenya, Kenya"
"Enugu, Nigeria",6.4499833,7.5000007,"Enugu, Enugu North, Enugu, 400102, Nigeria"
"Enugu, Nigeria",6.4499833,7.5000007,"Enugu, Enugu North, Enugu, 400102, Nigeria"
"Enugu, Nigeria",6.4499833,7.5000007,"Enugu, Enugu North, Enugu, 400102, Nigeria"
"Enugu, Nigeria",6.4499833,7.5000007,"Enugu, Enugu North, Enugu, 400102, Nigeria"
"Fairbanks, Alaska, United States",64.837845,-147.716675,"Fairbanks, Fairbanks North Star Borough, Alaska, United States"
"Faridabad, Haryana",28.4031478,77.3105561,"Faridabad, Haryana, 121001, India"
"Faridabad, India",28.4031478,77.3105561,"Faridabad, Haryana, 121001, India"
"Federal Capital Territory, Abuja, Nigeria.",9.0805107,7.496900526205773,"Apostolic Nunciature, 541, Pope John Paul II Crescent, Maitama, Abuja, Municipal Area Council, Federal Capital Territory, 900271, Nigeria"
South Africa,-28.8166236,24.991639,South Africa
"Florianópolis, Brazil",-27.5973002,-48.5496098,"Florianópolis, Região Geográfica Imediata de Florianópolis, Região Geográfica Intermediária de Florianópolis, Santa Catarina, Região Sul, Brasil"
Fond Du Lac,43.7533414,-88.4493796,"Fond du Lac County, Wisconsin, United States"
"Formiga, Brazil",-20.4648425,-45.4266753,"Formiga, Região Geográfica Imediata de Formiga, Região Geográfica Intermediária de Divinópolis, Minas Gerais, Região Sudeste, Brasil"
"Fort Beaufort, South Africa",-32.7766075,26.6333138,"KwaMaqoma, Nkonkobe Local Municipality, Amathole District Municipality, Eastern Cape, 5720, South Africa"
"Fort Portal, Uganda",0.6561907,30.2779432,"Fort Portal City, Western Region, Uganda"
"Fort Portal, Uganda",0.6561907,30.2779432,"Fort Portal City, Western Region, Uganda"
"Fort Portal, Uganda",0.6561907,30.2779432,"Fort Portal City, Western Region, Uganda"
"Fortaleza, Brazil",-3.7304512,-38.5217989,"Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil"
"Freetown, Sierra Leone",8.479004,-13.26795,"Freetown, Western Area Urban, Western Area, Sierra Leone"
"Freetown, Sierra Leone",8.479004,-13.26795,"Freetown, Western Area Urban, Western Area, Sierra Leone"
"Freetown, Sierra Leone",8.479004,-13.26795,"Freetown, Western Area Urban, Western Area, Sierra Leone"
"Freetown, Sierra Leone",8.479004,-13.26795,"Freetown, Western Area Urban, Western Area, Sierra Leone"
Gaborone,-24.6581357,25.9088474,"Gaborone, Botswana"
"Gaborone, Botswana",-24.6581357,25.9088474,"Gaborone, Botswana"
Gainesville,29.6519684,-82.3249846,"Gainesville, Alachua County, Florida, United States"
"Gandhinagar, Gujarat",23.2232877,72.6492267,"Gandhinagar, Gandhinagar Taluka, Gandhinagar, Gujarat, India"
"Garnett, Kansas",38.2805772,-95.2419192,"Garnett, Anderson County, Kansas, United States"
Garowe,8.406143,48.483195,"Garoowe غاروي, Garowe غاروي, Nugaal نوجال, Puntland أرض البنط, Soomaaliya الصومال"
Gasabo,-1.9523076,30.1704795,"Gasabo, Akarere ka Gasabo, Umujyi wa Kigali, Rwanda"
"Geita, Tanzania",-3.1865265,32.0855702,"Geita, Lake Zone, Tanzania"
"George, South Africa",-33.9597212,22.4587148,"Garden Route District Municipality, Western Cape, South Africa"
Ghana,8.0300284,-1.0800271,Ghana
Ghana,8.0300284,-1.0800271,Ghana
Ghana,8.0300284,-1.0800271,Ghana
"Ghaziabad, India",28.7749966,77.45869671,"Ghaziabad, Uttar Pradesh, India"
"Ghaziabad, India",28.7749966,77.45869671,"Ghaziabad, Uttar Pradesh, India"
"Ghaziabad, Uttar Pradesh",28.7749966,77.45869671,"Ghaziabad, Uttar Pradesh, India"
"Ghaziabad, Uttar Pradesh, India",28.7749966,77.45869671,"Ghaziabad, Uttar Pradesh, India"
"Gitega, Burundi",-3.4284953,29.9249718,"Gitega, Burundi"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Goma, Democratic Republic of the Congo",-1.6665685,29.225652,"Goma, Nord-Kivu, République démocratique du Congo"
"Gombe State, Nigeria",10.430401849999999,11.206540782332173,"Gombe, Nigeria"
"Gomia, Jharkhand",23.813892,85.8240995,"IEL Gomia, Gumia, Bokaro, Jharkhand, 829112, India"
"Gorakhpur, Uttar Pradesh, India",26.6677977,83.36423338,"Gorakhpur, Uttar Pradesh, India"
"Greater Accra, Ghana",5.8101532,0.0995242,"Greater Accra Region, Ghana"
